GHGRP ID,Landfill ID,Landfill Name,State,Physical Address,City,County,Zip Code,Latitude,Longitude,Ownership Type,Landfill Owner Organization(s),Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Waste in Place (tons),Waste in Place Year,LFG Collection System In Place?,LFG Collected (mmscfd),LFG Flared (mmscfd),Project ID,Current Project Status,Project Name,Project Start Date,Project Shutdown Date,Project Type Category,LFG Energy Project Type,RNG Delivery Method,Actual MW Generation,Rated MW Capacity,LFG Flow to Project (mmscfd),Current Year Emission Reductions (MMTCO2e/yr) - Direct,Current Year Emission Reductions (MMTCO2e/yr) - Avoided
,1569,Provo LF,UT,1625 South Industrial Parkway,Provo,Utah,84606,40.21,-111.645,Public,"City of Provo, UT",1963,1991,Closed,"1,131,000",,No,,,1646-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1528,Rich County LF,UT,off Highway 30,Laketown,Rich,84038,41.777779,-111.153612,Public,"Rich County, UT",1982,2030,Open,"40,688",,No,,,1605-0,Future Potential,,,,Unknown,Unknown,,,,,,
1003471,1542,Salt Lake Valley LF,UT,6030 West 1300 South,Salt Lake City,Salt Lake,84104,40.746,-112.042,Public,"Salt Lake City, UT; Salt Lake County, UT",1982,2082,Open,"18,194,683",2022,Yes,4.047,1.602,1619-0,Operational,Project #1,6/30/2006,,Electricity,Reciprocating Engine,,2.93,3.2,1.518,0.1483,0.0141
,1550,San Juan County/Bluff LF,UT,,Bluff,San Juan,,,,Public,"San Juan County, UT",1980,1995,Closed,"1,600",,No,,,1627-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1551,San Juan County/Halls Crossing LF,UT,,Halls Crossing,San Juan,,,,Public,"San Juan County, UT",1970,1995,Closed,"9,464",,No,,,1628-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1552,San Juan County/Mexican Hat LF,UT,,Mexican Hat,San Juan,,,,Public,"San Juan County, UT",1980,1995,Closed,"1,600",,No,,,1629-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1538,Santaquin County LF,UT,,Santaquin,Utah,,,,Public,Santaquin City,1900,1995,Closed,"262,080",,No,,,1615-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1536,Sevier County/Sage Flat LF,UT,"Sage Flat Road
off SR-24",Sigurd,Sevier,,38.835001,-111.901945,Public,"Sevier County, UT",1994,2024,Open,"70,200",,No,,,1613-0,Future Potential,,,,Unknown,Unknown,,,,,,
,1524,Snowville LF,UT,,Snowville,Box Elder,,,,Public,Snowville Town,1970,1997,Closed,"8,100",,No,,,1601-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1560,Summit County/Three Mile Canyon LF,UT,6550 West Three Mile Canyon Road,Coalville,Summit,84017,40.758334,-111.400834,Public,"Summit County, UT",1986,2026,Open,"358,896",,No,,,1637-0,Future Potential,,,,Unknown,Unknown,,,,,,
1005266,20720,Tekoi Landfill,UT,99 Skull Valley Road,Dugway,Tooele,84022,40.358323,-112.724416,Public,"Skull Valley Band of Goshute Indian Community, UT",2005,2438,Open,"3,076,831",2022,No,,,200927-0,Candidate,,,,Unknown,Unknown,,,,,,
,1561,Tooele Army Depot LF #1,UT,,Tooele,Tooele,84074,40.470279,-112.356389,Public,Tooele Army Depot (TEAD),,1995,Closed,,,No,,,1638-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1562,Tooele Army Depot LF #2,UT,,Tooele,Tooele,84074,40.470279,-112.356389,Public,Deseret Chemical Depot,,1995,Closed,,,No,,,1639-0,Low Potential,,,,Unknown,Unknown,,,,,,
1003864,1543,Trans-Jordan LF,UT,"10473 South Bacchus Highway
U-111",South Jordan,Salt Lake,84009,40.55862,-112.053,Public,"Trans-Jordan Cities, UT",1958,2032,Open,"11,960,942",2022,Yes,2.274,0,1620-0,Operational,Project #1,4/1/2009,,Electricity,Reciprocating Engine,,4.43,4.8,2.25,0.2242,0.0214
,1525,Tremonton LF,UT,,Tremonton,Box Elder,,,,Public,Box Elder County,1970,1995,Closed,"184,600",,No,,,1602-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1566,Uintah County/Vernal City LF,UT,"2801 E 500 N at Brush Creek Road
3 mi E of Vernal",Vernal,Uintah,84078,40.465,-109.47222,Public,Uintah County; Vernal City,1950,2025,Open,"2,773,000",,No,,,1643-0,Candidate,,,,Unknown,Unknown,,,,,,
,1568,Utah County SWSSD LF,UT,,,Utah,,,,Public,,1964,1993,Closed,"1,707,965",,No,,,1645-0,Low Potential,,,,Unknown,Unknown,,,,,,
1004351,12209,Wasatch Regional Landfill,UT,8833 North Rowley Road,North Skull Valley,Tooele,84029,40.8411,-112.73333,Private,"Republic Services, Inc.",2005,2355,Open,"9,778,534",2022,Yes,1.696,1.696,181131-0,Candidate,,,,Unknown,Unknown,,,,,,
1005064,1559,Washington County Landfill,UT,325 N Landfill Road,Washington,Washington,84780,37.1432,-113.445,Public,"Washington County Solid Waste, UT",1981,2058,Open,"4,577,754",2022,Yes,0.246,0.246,1636-0,Candidate,,,,Unknown,Unknown,,,,,,
1011009,1567,Weber County LF,UT,"2599 A Avenue
2840 F Avenue",Ogden,Weber,84401,41.218,-111.99,Public,"Weber County, UT",1966,1996,Closed,"4,068,838",1996,Yes,0.002,,1644-0,Shutdown,Project #1,1/1/2005,12/31/2020,Electricity,Reciprocating Engine,,1,1.03,0.662,,
1011009,1567,Weber County LF,UT,"2599 A Avenue
2840 F Avenue",Ogden,Weber,84401,41.218,-111.99,Public,"Weber County, UT",1966,1996,Closed,"4,068,838",1996,Yes,0.002,,201736-0,Operational,Project #2,9/30/2023,,Electricity,Stirling Cycle Engine,,0.006,0.006,0.007,0.0003,0.0000
,1563,Wendover City LF,UT,,Wendover,Tooele,,,,Public,Wendover City,1970,1996,Closed,"118,260",,No,,,1640-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1535,White Hills Class I LF,UT,"off SR-137
4 miles SE of Gunnison",Gunnison,Sanpete,,39.12361,-111.7489,Public,Sanpete Sanitary Landfill Cooperative,2001,2066,Open,"108,396",,No,,,1612-0,Future Potential,,,,Unknown,Unknown,,,,,,
,1526,Yost LF,UT,,Yost,Box Elder,,,,Public,Box Elder County,1980,1995,Closed,800,,No,,,1603-0,Low Potential,,,,Unknown,Unknown,,,,,,
,21196,Accomack County Northern Landfill,VA,9400 Cutler Lane,Atlantic,Accomack,23303,37.906058,-75.53342,Public,"Accomack County, VA",,,Open,,,Unknown,,,201427-0,Unknown,,,,Unknown,Unknown,,,,,,
,1572,Amelia County SLF,VA,,,Amelia,,,,Public,Landfill Owner of Amelia County SLF,1982,1993,Closed,"57,320",1993,No,,,1649-0,Low Potential,,,,Unknown,Unknown,,,,,,
1013081,10087,Amherst County Landfill,VA,715 Kentmoor Farm Road,Madison Heights,Amherst,24572,37.4763,-79.0376,Public,"Amherst County Department of Solid Waste, VA",1995,2055,Open,"718,348",2022,No,,,180825-0,Future Potential,,,,Unknown,Unknown,,,,,,
1003826,1595,Atlantic Waste Disposal Inc.,VA,3474 Atlantic Lane,Waverly,Sussex,23890,37.06925,-77.18108,Private,WM,1994,2101,Open,"43,713,225",2022,Yes,11.706,8.826,1674-0,Shutdown,Project #1,1/23/2004,12/31/2016,Direct,Direct Thermal,,,,4.608,,
1003826,1595,Atlantic Waste Disposal Inc.,VA,3474 Atlantic Lane,Waverly,Sussex,23890,37.06925,-77.18108,Private,WM,1994,2101,Open,"43,713,225",2022,Yes,11.706,8.826,1674-1,Shutdown,"Project #1, Expansion #1",1/20/2005,12/31/2008,Direct,Direct Thermal,,,,1.872,,
1003826,1595,Atlantic Waste Disposal Inc.,VA,3474 Atlantic Lane,Waverly,Sussex,23890,37.06925,-77.18108,Private,WM,1994,2101,Open,"43,713,225",2022,Yes,11.706,8.826,1674-2,Shutdown,"Project #1, De-Expansion #1",1/1/2017,6/15/2017,Direct,Direct Thermal,,,,1.375,,
1003826,1595,Atlantic Waste Disposal Inc.,VA,3474 Atlantic Lane,Waverly,Sussex,23890,37.06925,-77.18108,Private,WM,1994,2101,Open,"43,713,225",2022,Yes,11.706,8.826,200973-0,Operational,Project #2,12/31/2021,,Direct,Leachate Evaporation,,,,2.88,0.2824,0.0249
1006344,10080,Augusta County Service Authority Landfill,VA,749 Christians Creek Road,Staunton,Augusta,24401,38.0795,-79.055,Public,"Augusta County, VA; City of Staunton, VA; City of Waynesboro, VA",1971,2048,Open,"4,552,486",2022,No,,,180818-0,Candidate,,,,Unknown,Unknown,,,,,,
1002639,10083,Battle Creek Landfill,VA,"806 US-340 South 219 Landfill Drive
7 mi. W of Luray",Luray,Page,22835,38.622,-78.586,Public,"Page County, VA",1999,2047,Open,"1,783,167",2022,No,,,180821-0,Candidate,,,,Unknown,Unknown,,,,,,
,1573,Bedford City Hylton Site,VA,856 Orange Street,Bedford,Bedford,24523,37.3333,-79.50416,Public,"Town of Bedford, VA",1994,,Open,"92,664",,No,,,1650-0,Future Potential,,,,Unknown,Unknown,,,,,,
,1574,Bedford County SLF,VA,"Route 714
Falling Creek Road",Bedford,Bedford,24523,37.309723,-79.502778,Public,"Bedford County, VA",1972,2004,Closed,"14,300",,No,,,1651-0,Low Potential,,,,Unknown,Unknown,,,,,,
1011233,10093,Bedford County SLF 2,VA,"1060 Recycle Road
off VA Route 43 South",Bedford,Bedford,24523,37.255,-79.4888,Public,"Bedford County, VA",1993,2021,Closed,"1,156,534",2021,Yes,0.102,0.102,180831-0,Candidate,,,,Unknown,Unknown,,,,,,
1007689,1584,Bethel LF,VA,100 North Park Lane,Hampton,Hampton city,23666,37.07201,-76.42704,Private,WM,1975,2081,Open,"21,202,871",2022,Yes,3.535,1.093,1661-0,Shutdown,Project #1,1/1/1996,12/31/2007,Direct,Leachate Evaporation,,,,2.2,,
1007689,1584,Bethel LF,VA,100 North Park Lane,Hampton,Hampton city,23666,37.07201,-76.42704,Private,WM,1975,2081,Open,"21,202,871",2022,Yes,3.535,1.093,180857-0,Operational,Project #2,4/18/2008,,Electricity,Reciprocating Engine,,4.45,4.8,2.44,0.2252,0.0215
,10089,Botetourt County Landfill,VA,259 Landfill Road,Troutville,Botetourt,24175,37.47,-80.01,Public,"Botetourt County, VA",1996,2025,Open,"200,000",2009,Unknown,,,180827-0,Low Potential,,,,Unknown,Unknown,,,,,,
1004848,10081,Bristol Integrated Solid Waste Management Facility,VA,2125 Shakesville Road,Bristol,Bristol city,24201,36.6035,-82.1543,Public,"City of Bristol, VA",1977,2022,Closed,"5,197,853",2022,Yes,0.951,0.464,180819-0,Operational,Project #1,12/18/2015,,Electricity,Reciprocating Engine,,0.65,3.6,0.488,0.0329,0.0031
1007680,2333,Brunswick Waste Management Facility,VA,107 Mallard Crossing Road,Lawrenceville,Brunswick,23868,36.745,-77.8035,Private,"Republic Services, Inc.",1997,2052,Open,"15,913,739",2022,Yes,3.257,0.782,180429-0,Operational,Project #1,12/6/2007,,Electricity,Reciprocating Engine,,5.12,10.5,2.531,0.2591,0.0247
1005719,20854,Campbell County Landfill,VA,427 Livestock Road,Rustburg,Campbell,24588,37.2805,-79.155,Public,"Campbell County, VA",1978,1995,Closed,"374,042",1995,Yes,0.08,0.08,201111-0,Low Potential,,,,Unknown,Unknown,,,,,,
,10680,Caroline County LF,VA,18280 Lakewood Road,Bowling Green,Caroline,22427,38.06689,-77.32888,Public,"Caroline County Dept. of Public Works, VA",1973,2001,Closed,,,Yes,,0.144,180923-0,Low Potential,,,,Unknown,Unknown,,,,,,
1002100,10082,Carroll-Grayson-Galax SW Authority (CGGSWA) Regional Landfill,VA,162 Landfill Road,Hillsville,Carroll,24343,36.7595,-80.749,Public,"Carroll-Grayson-Galax Regional Solid Waste Authority, VA",1987,2065,Open,"1,405,898",2022,No,,,180820-0,Candidate,,,,Unknown,Unknown,,,,,,
,1599,Carver Heights LF,VA,,Chester,Chesterfield,,,,Public,"Chesterfield County, VA",1962,1990,Closed,"1,250,000",,Yes,0.9,,1678-0,Shutdown,Project #1,1/1/1994,1/1/1996,Electricity,Reciprocating Engine,,0.4,,,,
1007583,1575,Charles City County SLF,VA,8000 Chambers Road,Charles City,Charles City,23030,37.43919,-77.13331,Private,WM,1990,2061,Open,"20,580,910",2022,Yes,5.384,1.536,1652-0,Shutdown,Project #1,1/1/1998,11/1/2002,Direct,Leachate Evaporation,,,,0,,
1007583,1575,Charles City County SLF,VA,8000 Chambers Road,Charles City,Charles City,23030,37.43919,-77.13331,Private,WM,1990,2061,Open,"20,580,910",2022,Yes,5.384,1.536,180276-0,Operational,Project #2,3/1/2004,,Electricity,Reciprocating Engine,,6.83,16.8,3.772,0.3456,0.0330
1007583,1575,Charles City County SLF,VA,8000 Chambers Road,Charles City,Charles City,23030,37.43919,-77.13331,Private,WM,1990,2061,Open,"20,580,910",2022,Yes,5.384,1.536,201542-0,Operational,Project #3,12/31/2022,,Direct,Leachate Evaporation,,,,0.07,0.0069,0.0006
1004762,1577,Chesterfield County Northern Area LF,VA,3200 Warbro Road,Midlothian,Chesterfield,23112,37.4449,-77.6265,Public,"Chesterfield County, VA",1981,1993,Closed,"858,000",,Yes,0.276,0.276,1654-0,Shutdown,Project #1,1/1/2005,1/1/2006,Electricity,Microturbine,,0.03,,,,
1003566,1587,Concord Turnpike Regional Landfill,VA,2525 Concord Turnpike,Lynchburg,Lynchburg city,24504,37.392,-79.109,Public,Region 2000 Services Authority,1979,2014,Closed,"4,141,744",2014,Yes,0.498,0.498,1665-0,Shutdown,Combination Project,1/1/2002,12/31/2012,Direct,Boiler,,,,0.55,,
1003566,1587,Concord Turnpike Regional Landfill,VA,2525 Concord Turnpike,Lynchburg,Lynchburg city,24504,37.392,-79.109,Public,Region 2000 Services Authority,1979,2014,Closed,"4,141,744",2014,Yes,0.498,0.498,1665-1,Shutdown,"Project #1, De-Expansion #1",1/1/2013,12/31/2019,Direct,Boiler,,,,0.28,,
1007443,2060,Corral Farm Landfill,VA,"6438 College Street
8477 Bingham Road",Warrenton,Fauquier,20187,38.6719,-77.7762,Public,"Fauquier County Department of Environmental Services, VA",1974,2015,Closed,"1,240,495",2005,Yes,0.648,0.648,180102-0,Shutdown,Project #1,5/1/2004,12/31/2015,Electricity,Reciprocating Engine,,1.5,2,0.648,,
,1579,Danville City SLF,VA,Airport Road South of U.S. 58/360,Danville,Danville city,24543,36.5722,-79.3444,Public,Landfill Owner of Danville City SLF,1974,1993,Closed,"2,745,600",,No,,,1656-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1600,Dinwiddie County Landfill,VA,10817 Wheelers Pond Road,Dinwiddie,Dinwiddie,23841,37.12,-77.6205,Public,Dinwiddie County,1979,1994,Closed,"450,000",,Yes,0.4,,1679-0,Shutdown,Project #1,1/1/1994,1/1/1994,Electricity,Reciprocating Engine,,0.8,,,,
1000881,1581,Franklin County SLF,VA,"9340 Virgil H. Goode Highway
Route 220 South",Rocky Mount,Franklin,24151,36.927,-79.8626,Public,"Franklin County, VA",1975,2036,Open,"1,851,827",2022,No,,,1658-0,Candidate,,,,Unknown,Unknown,,,,,,
1004247,1583,Frederick County Regional Landfill,VA,"280 Landfill Road
Route 719",Winchester,Frederick,22602,39.1416,-78.0988,Public,"County of Frederick, VA",1977,2045,Open,"5,193,241",2022,Yes,0.477,0.019,1660-0,Operational,Project #1,1/1/2002,,Direct,Direct Thermal,,,,0.022,0.0022,0.0002
1004247,1583,Frederick County Regional Landfill,VA,"280 Landfill Road
Route 719",Winchester,Frederick,22602,39.1416,-78.0988,Public,"County of Frederick, VA",1977,2045,Open,"5,193,241",2022,Yes,0.477,0.019,181061-0,Operational,Project #2,11/4/2010,,Electricity,Reciprocating Engine,,0.95,2.1,0.457,0.0481,0.0046
,1603,Greene County Landfill,VA,358 Mays Road,Stanardsville,Greene,22968,38.276,-78.422,Public,"Greene County, VA",1985,1993,Closed,"1,000,000",,No,,,1682-0,Low Potential,,,,Unknown,Unknown,,,,,,
,10088,Greensville County LF,VA,980 Maclins Creek Road,Emporia,Greensville,23847,36.745,-77.6,Public,"Greensville County, VA",1987,,Open,"169,664",2005,Unknown,,,180826-0,Future Potential,,,,Unknown,Unknown,,,,,,
,10940,Hanover 301 LF,VA,7301 Courtland Farm Road,Hanover,Hanover,23069,37.7532,-77.3564,Public,"Hanover County, VA",1981,2002,Closed,"850,000",,Yes,,,180940-0,Operational,Project #1,6/15/2008,,Direct,Direct Thermal,,,,0.015,0.0015,0.0001
1006057,12102,I-66 Landfill,VA,4618 West Ox Road,Fairfax,Fairfax,22030,38.852,-77.381,Public,"County of Fairfax, VA",1964,1983,Closed,"5,000,000",,Yes,0.536,0.104,181098-0,Shutdown,Project #1 - Phase 1,1/1/2009,12/31/2019,Direct,Direct Thermal,,,,0.202,0.0000,0.0000
1006057,12102,I-66 Landfill,VA,4618 West Ox Road,Fairfax,Fairfax,22030,38.852,-77.381,Public,"County of Fairfax, VA",1964,1983,Closed,"5,000,000",,Yes,0.536,0.104,181098-1,Shutdown,Project #1 - Phase 2,10/1/2011,12/31/2019,Direct,Direct Thermal,,,,0.274,0.0000,0.0000
1006057,12102,I-66 Landfill,VA,4618 West Ox Road,Fairfax,Fairfax,22030,38.852,-77.381,Public,"County of Fairfax, VA",1964,1983,Closed,"5,000,000",,Yes,0.536,0.104,181098-2,Operational,"Project #1, De-Expansion #1",1/1/2020,,Direct,Direct Thermal,,,,0.024,0.0024,0.0002
1002110,1580,I-95 Landfill,VA,9850 Furnace Road,Lorton,Fairfax,22079,38.68809,-77.23734,Public,"County of Fairfax, VA",1973,1995,Closed,"16,544,910",1995,Yes,1.849,0.01,1657-0,Shutdown,Project #1,1/1/1991,12/31/2018,Electricity,Reciprocating Engine,,2.49,3.2,1.4,0.0000,0.0000
1002110,1580,I-95 Landfill,VA,9850 Furnace Road,Lorton,Fairfax,22079,38.68809,-77.23734,Public,"County of Fairfax, VA",1973,1995,Closed,"16,544,910",1995,Yes,1.849,0.01,1657-1,Operational,"Project #1, Expansion #1",1/1/1993,,Electricity,Reciprocating Engine,,2.77,3.2,1.74,0.1402,0.0134
1002110,1580,I-95 Landfill,VA,9850 Furnace Road,Lorton,Fairfax,22079,38.68809,-77.23734,Public,"County of Fairfax, VA",1973,1995,Closed,"16,544,910",1995,Yes,1.849,0.01,166989-0,Shutdown,Project #2,5/1/1997,12/31/2013,Direct,Direct Thermal,,,,0.4,0.0000,0.0000
1002110,1580,I-95 Landfill,VA,9850 Furnace Road,Lorton,Fairfax,22079,38.68809,-77.23734,Public,"County of Fairfax, VA",1973,1995,Closed,"16,544,910",1995,Yes,1.849,0.01,166989-1,Operational,"Project #2, De-Expansion #1",1/1/2014,,Direct,Direct Thermal,,,,0.1,0.0098,0.0009
1002110,1580,I-95 Landfill,VA,9850 Furnace Road,Lorton,Fairfax,22079,38.68809,-77.23734,Public,"County of Fairfax, VA",1973,1995,Closed,"16,544,910",1995,Yes,1.849,0.01,180817-0,Shutdown,Project #3,1/1/2005,10/1/2014,Direct,Direct Thermal,,,,0.005,,
1002110,1580,I-95 Landfill,VA,9850 Furnace Road,Lorton,Fairfax,22079,38.68809,-77.23734,Public,"County of Fairfax, VA",1973,1995,Closed,"16,544,910",1995,Yes,1.849,0.01,181041-0,Low Potential,Project #4,,,Direct,Direct Thermal,,,,0.07,,
1011257,1570,Ivy Material Utilization Center,VA,4576 Dick Woods Road,Charlottesville,Albemarle,22903,38.02083,-78.6533,Public,"Rivanna Solid Waste Authority, VA",1966,2001,Closed,"1,923,599",2001,Yes,0.288,0.288,1647-0,Low Potential,,,,Unknown,Unknown,,,,,,
1006300,2444,King and Queen Landfill,VA,1000 Iris Road,Little Plymouth,King and Queen,23091,37.665,-76.77,Public,"King and Queen County, VA",1993,2044,Open,"22,337,075",2022,Yes,4.005,0.753,180812-0,Operational,Project #1,12/7/2007,,Electricity,Reciprocating Engine,,7.07,10,3.26,0.3578,0.0341
1006300,2444,King and Queen Landfill,VA,1000 Iris Road,Little Plymouth,King and Queen,23091,37.665,-76.77,Public,"King and Queen County, VA",1993,2044,Open,"22,337,075",2022,Yes,4.005,0.753,201753-0,Planned,Project #2,12/31/2025,,Renewable Natural Gas,Other,Pipeline Injection,,,,,
1007674,2071,King George Landfill Inc.,VA,10376 Bullock Drive,King George,King George,22485,38.26964,-77.30596,Public,"King George County, VA",1996,2041,Open,"35,829,175",2022,Yes,12.88,5.471,180122-0,Operational,Project #1,5/1/2010,,Electricity,Gas Turbine,,8.1,9.3,5.56,0.4099,0.0391
1007674,2071,King George Landfill Inc.,VA,10376 Bullock Drive,King George,King George,22485,38.26964,-77.30596,Public,"King George County, VA",1996,2041,Open,"35,829,175",2022,Yes,12.88,5.471,180122-1,Operational,"Project #1, Expansion #1",1/1/2011,,Electricity,Gas Turbine,,2.7,3.1,1.86,0.1366,0.0130
1007674,2071,King George Landfill Inc.,VA,10376 Bullock Drive,King George,King George,22485,38.26964,-77.30596,Public,"King George County, VA",1996,2041,Open,"35,829,175",2022,Yes,12.88,5.471,180122-2,Operational,"Project #1, Expansion #2",1/1/2012,,Electricity,Cogeneration,,0,0,0,0.0000,0.0000
1005300,10084,Livingston Landfill,VA,6241 Massey Road,Spotsylvania,Spotsylvania,22551,38.128,-77.706,Public,"Spotsylvania County, VA",1973,2044,Open,"2,570,501",2022,Yes,0.129,0.129,180822-0,Candidate,,,,Unknown,Unknown,,,,,,
1002490,1585,Loudoun County SLF,VA,21101 Evergreen Mills Road,Leesburg,Loudoun,20175,39.0421,-77.5813,Public,"Loudoun County Board of Supervisors, VA",1971,2057,Open,"3,687,777",2022,Yes,1.18,1.18,1664-0,Candidate,,,,Unknown,Unknown,,,,,,
,21197,Louisa County Sanitary Landfill,VA,807 Moorfield Road,Mineral,Louisa,23117,37.989204,-77.883777,Public,"Louisa County, VA",,2048,Open,,,Unknown,,,201428-0,Unknown,,,,Unknown,Unknown,,,,,,
1013659,10091,Lunenburg Disposal & Recycling Center,VA,"45 Landfill Road
Off State Route 659 (Old Mansion Road)",Lunenburg,Lunenburg,23952,36.924,-78.243,Public,Container First Services (CFS),1978,2027,Open,"1,949,906",2022,Yes,,,180829-0,Construction,Project #1,1/1/2025,,Renewable Natural Gas,Other,Unknown,,,,,
,1586,Lynchburg City LF,VA,2525 Concord Turnpike,Lynchburg,Lynchburg city,24504,37.392,-79.109,Public,City of Lynchburg,1979,1993,Closed,"900,000",,Yes,0.13,,1665-0,Shutdown,Combination Project,1/1/2002,12/31/2012,Direct,Boiler,,,,0.55,,
,1578,Madison District LF,VA,County Road 728 North of Route 60,Cumberland,Cumberland,23040,37.515,-78.2355,Public,"Cumberland County, VA",1983,,Closed,,,No,,,1655-0,Unknown,,,,Unknown,Unknown,,,,,,
1007610,1571,Maplewood Recycling & Waste Disposal,VA,20221 Maplewood Road,Jetersville,Amelia,23083,37.307,-78.0634,Private,WM,1993,2090,Open,"14,286,796",2022,Yes,3.528,1.573,1648-0,Operational,Project #1,8/28/2001,,Electricity,Reciprocating Engine,,2.19,12.6,1.23,0.1108,0.0106
1007610,1571,Maplewood Recycling & Waste Disposal,VA,20221 Maplewood Road,Jetersville,Amelia,23083,37.307,-78.0634,Private,WM,1993,2090,Open,"14,286,796",2022,Yes,3.528,1.573,201557-0,Operational,Project #2,1/1/2022,,Direct,Leachate Evaporation,,,,0.78,0.0765,0.0067
1004565,1588,Martinsville SLF,VA,225 Arden Circle,Martinsville,Henry,24112,36.718,-79.846,Public,"City of Martinsville, VA",1972,2005,Closed,"1,740,298",2005,Yes,0.181,0,1667-0,Operational,Project #1,2/29/2012,,Electricity,Reciprocating Engine,,0.44,1.06,0.2,0.0223,0.0021
1007038,12081,Mecklenburg County LF,VA,518 Landfill Road,Baskerville,Mecklenburg,23915,36.684923,-78.318872,Public,"Mecklenburg County, VA",1971,2007,Closed,,,Yes,0.329,0.329,181092-0,Low Potential,,,,Unknown,Unknown,,,,,,
1005827,2059,Menchville Road Landfill,VA,513 Oyster Point Road,Newport News,Newport News city,23602,37.094599,-76.527144,Public,"City of Newport News, VA",1966,1984,Closed,"1,250,000",1984,No,,,180101-0,Low Potential,,,,Unknown,Unknown,,,,,,
1005096,2132,Mid-County Landfill,VA,555 Authority Drive,Christiansburg,Montgomery,24073,37.1709,-80.4107,Public,"Montgomery Regional Solid Waste Authority, VA",1979,2000,Closed,"1,300,000",2000,Yes,0.21,,180196-0,Shutdown,Project #1,11/11/2010,4/1/2019,Electricity,Reciprocating Engine,,0.25,0.34,0.16,,
1007635,2072,Middle Peninsula Landfill,VA,3714 Waste Management Way,Saluda,Gloucester,23149,37.5202,-76.6201,Private,WM,1995,2072,Open,"13,286,731",2022,Yes,4.513,1.498,180123-0,Operational,Project #1,9/1/2009,,Electricity,Reciprocating Engine,,5.79,6.4,3.02,0.2930,0.0280
